tripduration,starttime
68,32:20.1
1014,32:24.4
690,32:32.4
859,32:34.5
533,32:41.0
310,32:57.6
1180,33:07.0
2001,33:10.0
1157,33:12.9
1430,33:16.4
204,33:32.1
1128,33:38.6
178,33:47.1
770,33:49.9
507,34:00.3
1149,34:06.1
534,34:14.9
1531,34:27.5
505,34:27.6
1666,34:35.0
300,35:11.9
596,35:13.6
99,35:59.3
893,36:04.0
483,36:11.2
668,36:28.2
1313,36:32.3
240,36:34.9
436,36:37.9
709,36:46.2
913,36:48.8
493,37:20.3
1024,37:25.5
502,37:29.0
1533,37:33.8
421,37:38.0
1204,37:41.2
791,38:02.5
2127,38:28.0
453,38:46.2
282,38:54.1
969,39:13.1
793,39:18.1
718,39:19.1
1747,39:27.7
745,39:29.6
1082,39:30.2
468,39:34.6
246,39:56.6
2156,39:58.1
2131,40:28.0
1433,40:31.5
612,40:36.8
1321,40:36.8
292,40:42.4
464,40:44.0
748,40:50.3
592,41:04.1
853,41:06.8
1333,41:13.2
657,41:28.7
1558,41:45.6
1004,41:46.1
1086,41:59.3
300,42:22.6
669,42:23.7
100,42:24.4
784,42:41.9
1046,42:47.0
784,42:54.9
562,43:10.9
761,43:18.9
566,43:20.5
969,43:40.6
475,43:49.8
708,44:16.2
170,44:33.0
468,44:38.4
423,44:55.5
319,44:59.5
406,45:13.3
230,45:17.1
1307,45:21.3
638,45:22.5
760,45:28.0
1047,45:28.9
2382,45:32.2
322,46:00.4
956,46:05.7
1813,46:15.4
416,46:31.5
441,46:32.3
1120,46:35.0
1118,46:37.0
668,46:51.7
2015,46:58.8
1287,46:59.8
599,47:05.5
1620,47:06.9
968,47:09.3
521,47:18.4
516,47:57.3
727,47:58.5
379,48:10.5
1498,48:12.9
648,48:12.9
990,48:15.2
246,48:17.8
226,48:27.8
192,48:32.2
696,48:40.1
586,48:56.7
476,49:12.0
127,49:14.2
7520,49:15.2
539,49:17.5
1261,49:18.0
1130,49:19.1
502,49:35.0
566,49:38.4
2124,49:40.9
353,49:48.6
1878,49:49.9
2271,50:05.7
1027,50:08.5
2050,50:11.7
333,50:21.5
385,50:27.7
1147,50:29.2
580,50:45.8
911,51:05.4
2507,51:24.3
1201,51:26.0
534,51:26.4
342,51:35.6
578,51:46.7
877,51:59.2
639,52:08.1
307,52:10.1
1682,52:19.8
1096,52:42.0
329,52:42.2
353,52:47.5
465,52:52.0
532,53:02.0
2192,53:28.0
586,53:33.5
757,53:36.0
729,53:38.1
796,53:48.4
840,53:54.1
1821,54:10.2
658,54:12.8
205,54:33.9
489,54:42.3
417,54:55.8
1521,55:01.4
436,55:12.9
321,55:20.2
2943,55:28.9
2929,55:30.2
86,55:39.1
495,55:44.2
543,55:46.3
4608,56:03.5
1529,56:03.5
505,56:07.1
280,56:10.4
4571,56:17.8
439,56:45.7
1499,56:57.7
521,57:02.8
1241,57:28.0
461,57:58.6
1677,58:11.7
2583,58:16.6
239,58:24.2
671,58:44.0
208,59:00.5
326,59:18.9
554,59:24.9
906,59:25.6
600,59:35.9
1200,59:43.9
1122,59:51.5
414,00:36.5
1432,00:37.0
641,00:39.6
815,01:02.1
878,01:03.6
385,01:08.7
402,01:09.7
1362,01:10.3
1207,01:20.4
403,01:37.5
374,01:49.5
985,01:56.3
989,02:21.5
859,02:39.3
599,02:47.2
207,02:51.9
896,03:15.0
1396,03:19.1
1227,03:37.3
292,03:41.3
1046,03:46.6
1879,04:02.4
462,04:06.4
713,04:27.4
658,04:31.6
279,05:02.2
466,05:15.3
183,05:20.9
682,05:32.5
462,05:44.1
1234,05:46.9
100,05:48.9
496,06:09.2
801,06:30.2
377,06:36.7
106,06:48.5
1378,06:55.4
1134,07:05.1
1839,07:05.9
515,07:30.5
936,07:39.3
593,08:16.8
465,08:30.8
213,08:47.3
156,09:07.9
2840,09:10.8
496,09:16.1
1678,09:34.3
516,09:37.1
721,09:38.2
813,09:42.9
1407,09:44.5
688,09:48.1
279,10:05.9
761,10:20.0
666,10:32.2
503,10:48.0
837,10:56.8
945,10:59.2
466,11:03.2
1946,11:04.6
362,11:05.5
806,11:23.0
1837,11:27.8
485,11:28.8
439,11:32.5
578,12:14.6
11667,12:25.6
3769,12:26.5
181,12:27.5
789,12:27.9
676,12:28.9
8084,12:31.4
346,12:40.8
783,12:43.3
255,12:46.3
3824,12:51.8
3610,12:52.4
293,12:59.8
1362,13:00.8
3601,13:00.9
230,13:05.8
3796,13:08.5
1466,13:37.9
493,13:38.1
1711,13:38.4
1712,13:42.9
442,13:55.9
735,13:58.2
1036,14:10.8
1532,14:11.4
754,14:34.8
597,14:41.8
831,14:49.7
1927,14:54.7
97,14:56.7
859,15:43.5
832,15:51.6
780,15:54.0
1562,16:07.2
287,16:14.9
111,16:35.6
780,16:40.5
1465,16:42.3
368,17:18.4
3533,17:26.3
2712,17:56.0
98,17:57.5
247,18:05.5
1291,18:29.3
651,18:34.1
756,18:34.5
2631,18:48.2
412,18:56.8
403,19:10.9
2589,19:26.3
591,20:07.7
1594,20:14.1
835,20:14.3
1540,20:16.2
1694,20:17.3
1690,20:33.5
1296,20:35.1
859,20:45.9
329,20:56.7
1072,21:10.2
608,21:17.1
818,21:17.3
367,21:24.7
1155,21:28.8
520,21:31.9
703,21:37.5
433,21:44.5
1029,21:49.5
548,21:57.9
698,22:03.0
708,22:30.1
731,22:46.0
298,23:01.1
1863,23:03.0
527,23:07.2
359,23:08.8
696,23:18.7
426,23:42.0
435,23:59.3
2164,24:08.4
1912,24:27.1
658,24:31.5
1210,24:38.0
1602,24:52.0
1607,24:52.6
208,24:53.5
2606,25:01.9
253,25:03.0
3048,25:18.8
246,25:19.3
1473,25:32.1
3028,25:35.7
1479,25:39.4
551,25:41.5
1251,25:49.3
1755,25:49.7
1433,25:54.8
997,25:55.2
666,25:55.6
896,25:55.7
928,25:58.6
428,25:59.8
330,26:03.7
871,26:10.5
627,26:19.7
485,26:29.9
470,26:31.7
795,26:38.2
3065,26:48.9
3022,27:12.1
1062,27:13.7
539,27:17.5
196,27:26.3
253,27:47.4
391,27:58.1
695,27:59.2
951,28:05.7
503,28:18.2
1432,28:24.4
662,28:51.7
1009,28:57.8
633,29:04.2
1085,29:09.9
341,29:19.4
1045,29:25.5
914,29:44.8
699,29:45.1
841,29:48.7
209,29:56.4
3490,30:01.9
764,30:03.5
627,30:07.2
890,30:20.5
561,30:28.5
1084,30:30.5
1667,30:34.4
1163,30:51.8
280,30:57.0
186,30:59.7
1532,30:59.9
1280,31:09.0
442,31:09.9
1200,31:11.9
1732,31:19.6
345,31:40.6
1455,32:15.5
1158,32:38.5
890,32:40.2
2222,32:43.6
661,32:53.2
960,32:53.4
403,32:58.7
594,32:59.7
701,33:07.6
5758,33:09.1
1329,33:14.2
5738,33:15.3
1276,33:19.1
5727,33:21.4
709,33:24.1
764,33:28.7
2493,33:29.8
1046,33:35.0
1309,33:44.8
989,33:56.0
382,33:58.8
2013,33:59.4
1036,34:06.3
984,34:12.7
651,34:20.9
575,34:25.9
879,34:39.1
2502,34:47.6
888,35:14.4
578,35:30.6
331,35:33.4
690,35:37.3
2121,35:46.4
453,36:00.0
813,36:19.7
457,36:21.6
1084,36:27.6
167,36:37.9
1157,36:38.0
2241,36:43.7
331,36:48.8
1118,37:04.7
1127,37:05.0
1171,37:15.9
1422,37:17.4
1238,37:18.6
1418,37:24.1
828,37:32.3
5623,37:33.3
4285,37:35.9
332,37:45.1
4294,37:45.2
2352,37:45.4
264,37:56.5
226,38:08.2
977,38:16.2
1450,38:18.4
261,38:43.4
693,38:51.9
711,38:57.2
1115,39:01.1
985,39:15.9
439,39:17.3
169,39:21.6
833,39:32.8
838,39:46.8
1053,40:29.9
2240,40:32.0
521,40:37.3
1126,40:41.3
947,40:42.4
607,41:08.0
539,41:15.5
394,41:21.3
282,41:27.0
991,41:39.2
383,41:52.2
588,42:01.4
2341,42:12.2
535,42:19.1
275,42:24.6
271,42:47.2
1126,43:10.6
310,43:15.8
855,43:26.9
1276,43:32.1
4155,43:35.8
575,43:49.4
502,43:56.4
1441,43:57.5
1107,43:59.5
350,44:07.9
108,44:17.3
14545,45:11.5
345,45:24.2
1892,45:24.9
904,45:38.2
796,45:43.1
1154,45:54.7
853,46:00.9
250,46:19.8
466,46:20.1
207,46:22.7
375,46:31.2
147,46:31.9
2633,46:32.1
2630,46:39.5
499,46:40.1
434,46:45.0
2406,46:51.3
979,46:59.2
1342,47:32.5
2253,47:34.4
1672,47:49.2
1759,47:55.6
2016,48:03.4
430,48:05.6
889,48:09.6
215,48:17.3
1263,48:23.2
427,48:26.1
419,48:45.4
496,49:00.4
854,49:06.5
366,49:08.7
1264,49:21.1
1265,49:24.0
467,49:27.7
1050,49:35.3
61,49:38.8
1085,49:54.7
245,49:58.3
1398,50:20.2
1897,50:31.4
779,50:34.1
1053,50:42.6
776,50:44.1
196,50:45.0
883,50:51.2
318,51:01.6
179,51:02.8
744,51:06.3
1829,51:08.5
313,51:12.8
1789,51:43.2
532,52:00.5
2093,52:06.4
1191,52:26.8
213,52:27.2
526,52:38.4
695,52:59.0
947,53:07.1
1101,53:18.7
587,53:25.4
315,53:26.6
262,53:42.0
890,54:20.1
535,54:53.8
529,54:56.3
124,54:58.9
894,55:13.2
1705,55:17.0
1385,55:17.3
751,55:19.5
352,55:32.7
1482,55:40.0
1661,55:46.2
250,55:51.0
466,55:51.5
1155,55:56.7
65,56:04.2
2494,56:06.6
2488,56:14.6
863,56:21.3
1222,56:50.2
214,57:25.8
2406,57:38.2
559,58:27.7
3569,58:33.1
2397,58:34.3
1749,58:46.9
2338,59:13.5
2515,59:16.8
782,59:21.0
104,59:25.9
2487,59:27.3
2682,00:21.0
406,00:24.1
763,00:30.4
317,00:35.1
569,00:48.1
1094,01:18.5
1139,01:25.5
10985,01:27.4
338,01:28.5
1695,01:30.5
1442,01:30.8
279,01:32.1
3580,01:33.8
1775,01:36.5
275,01:42.6
266,01:50.8
332,01:53.4
762,02:14.5
1425,02:37.9
310,02:39.7
705,02:56.3
846,03:10.8
1265,03:17.7
1261,03:21.5
1032,03:38.2
1024,03:44.3
339,03:52.3
1219,03:58.1
1051,03:59.8
955,04:07.8
864,04:11.9
522,04:13.1
1380,04:29.4
695,04:33.1
550,04:35.2
596,04:48.1
666,04:58.3
663,05:12.9
927,05:28.9
1867,05:35.2
965,05:36.5
1374,05:39.5
229,05:39.6
905,05:42.9
906,05:43.3
250,05:51.2
442,05:57.2
552,06:01.5
518,06:08.1
1322,06:13.2
579,06:34.8
123,07:05.7
2714,07:06.0
1453,07:15.3
843,07:18.7
1334,07:21.7
1323,07:26.2
1639,07:30.8
1637,07:55.0
94,08:09.4
393,08:10.1
4449,08:21.2
1679,08:28.6
1687,08:30.4
696,08:47.1
682,08:47.8
1921,08:58.5
779,09:07.0
898,09:11.6
298,09:14.9
974,09:31.8
1623,09:34.5
350,09:38.4
2233,09:40.2
562,09:46.4
1967,10:10.0
1766,10:11.6
734,10:12.2
1704,10:18.8
67,10:23.6
615,10:45.2
668,10:56.3
1099,10:57.7
1834,10:58.4
1207,11:04.2
1062,11:26.8
1632,11:52.5
449,11:56.9
1591,11:58.7
800,12:07.1
433,12:12.3
1045,12:13.5
3230,12:16.3
3201,12:16.8
1785,12:17.0
574,12:31.6
1027,12:32.3
3198,12:33.7
465,12:35.2
2624,12:59.3
496,13:00.6
690,13:06.9
615,13:07.7
861,13:17.9
1843,13:23.1
315,13:28.0
593,13:32.2
457,13:39.3
208,13:43.2
3486,13:56.5
412,13:57.3
370,14:10.6
309,14:16.3
1219,14:21.2
2025,14:25.8
553,14:29.5
1233,14:42.2
663,14:52.8
580,14:53.0
342,15:02.6
3474,15:06.8
607,15:07.2
3466,15:11.8
1654,15:13.2
912,15:24.4
1449,15:28.3
1116,15:30.5
851,15:33.3
3404,15:34.8
1587,15:37.7
334,15:41.9
509,15:48.8
586,15:52.6
480,16:07.8
588,16:49.6
1351,17:03.3
1464,17:17.9
562,17:36.7
1503,17:42.1
356,17:48.9
703,18:03.1
165,18:03.1
1212,18:43.8
1001,18:47.5
1004,19:04.7
592,19:19.4
1261,19:25.6
1151,19:26.6
2042,19:40.9
884,19:54.9
832,20:12.9
391,20:22.1
840,20:37.0
425,20:41.5
1802,20:44.3
1160,21:07.4
559,21:14.1
1195,21:29.0
1017,21:38.8
465,21:56.4
820,22:00.5
391,22:16.4
332,22:20.9
846,22:31.2
193,22:50.3
633,22:50.5
467,23:00.3
1406,23:04.5
532,23:08.6
532,23:15.1
244,23:30.1
417,23:31.3
304,23:45.5
1021,23:46.6
389,23:51.3
313,24:01.1
1180,24:11.6
1604,24:11.8
986,24:17.9
780,24:34.8
387,24:38.2
682,24:49.4
1244,24:55.5
1160,25:08.1
879,25:09.4
452,25:10.8
432,25:10.8
816,25:11.6
1834,25:26.9
752,25:34.6
2045,25:35.1
940,25:38.9
1293,25:46.3
1083,25:52.2
230,26:00.5
1573,26:22.8
1142,26:33.3
1229,26:35.7
359,26:46.5
427,26:53.7
2169,27:17.8
2171,27:18.0
1039,27:22.9
336,27:28.7
1927,27:35.0
555,27:42.3
1119,28:07.6
607,28:27.6
2490,28:55.6
1783,29:18.6
396,29:24.8
244,29:43.3
336,29:46.2
3988,29:50.2
590,29:57.2
4217,29:59.6
958,30:08.4
2939,30:11.8
394,30:12.4
485,30:23.7
187,30:35.3
635,30:37.0
733,30:42.7
258,30:44.9
721,30:51.9
706,30:52.7
1457,30:53.2
520,30:56.9
776,31:01.6
1060,31:09.2
702,31:23.9
1124,31:33.3
1165,32:24.3
2494,32:29.8
613,32:40.1
319,32:46.6
2882,32:48.8
992,32:54.2
532,33:15.7
683,33:19.3
737,33:36.9
820,33:41.1
406,33:42.3
1786,33:47.2
533,33:49.3
1775,34:01.3
1801,34:01.4
504,34:20.3
6725,34:44.8
400,34:59.8
510,35:27.2
583,35:45.0
1601,35:50.5
524,35:58.8
1683,36:09.6
297,36:13.2
1688,36:17.1
902,36:18.0
1386,36:36.2
464,36:46.2
2154,36:51.8
717,36:53.2
280,37:06.1
764,37:09.9
456,37:15.6
2579,37:33.3
1635,37:39.8
499,37:41.8
878,37:54.9
679,37:57.2
1287,38:01.3
2437,38:06.2
518,38:13.8
481,38:27.7
237,38:31.8
274,38:38.4
562,38:38.7
326,38:54.1
557,39:08.2
862,39:15.1
529,39:32.5
5071,39:51.1
2232,39:54.1
929,39:58.5
517,40:17.5
629,40:19.9
425,40:44.6
294,40:45.1
866,41:00.8
600,41:18.2
1042,41:18.9
199,41:28.1
237,41:44.6
2416,41:52.5
663,41:54.4
802,42:20.6
2487,42:23.3
2262,42:28.6
388,42:35.2
2063,42:45.6
971,42:57.7
1938,43:20.6
1749,43:29.5
783,43:49.3
667,43:58.9
633,44:00.7
698,44:04.7
585,44:04.9
355,44:07.8
1190,44:08.3
503,44:16.9
383,44:23.9
379,44:30.0
541,44:36.5
1227,44:38.1
6583,44:54.2
629,45:12.6
906,45:35.8
713,45:36.6
146,45:49.7
2229,45:55.4
1238,46:01.4
645,46:14.3
403,46:15.3
492,46:34.6
1424,46:36.9
346,46:51.4
604,47:06.6
1269,47:25.8
242,47:36.5
680,47:39.8
1022,47:43.4
5918,47:48.5
923,48:08.5
972,48:10.7
235,48:22.3
507,48:24.6
439,48:24.6
1254,48:31.2
279,48:33.9
537,48:45.9
1105,48:47.9
1668,48:58.1
629,49:17.1
1975,49:34.7
184,49:44.8
1944,49:47.5
185,49:48.3
385,49:49.1
1008,49:54.1
82997,49:58.5
812,50:12.3
531,50:27.9
542,50:29.0
763,50:31.1
349,50:32.0
383,50:33.7
578,50:37.8
1030,50:39.5
913,50:55.3
1902,51:12.8
466,51:20.7
1948,51:24.8
461,51:36.5
853,51:52.8
257,51:56.6
1299,52:26.8
1169,52:27.4
1324,52:38.1
179,52:39.0
935,52:45.6
776,52:54.9
978,52:58.7
774,53:07.0
383,53:17.7
403,53:24.8
1074,53:35.7
1062,54:36.4
768,54:48.4
1814,54:51.1
677,54:58.3
662,55:05.7
1150,55:06.1
404,55:13.5
335,55:20.3
1891,55:39.6
1712,55:42.4
1595,55:45.6
758,55:55.3
1008,55:58.3
2517,56:03.4
226,56:04.5
641,56:10.7
87,56:24.3
1333,56:29.2
1257,56:30.5
249,56:36.3
696,56:44.3
1095,56:54.5
1080,57:01.0
453,57:08.8
792,57:17.4
1206,57:18.1
851,57:33.6
710,57:39.1
764,57:44.7
1246,57:45.6
614,57:54.3
2157,58:00.3
1247,58:04.4
2147,58:07.3
448,58:07.7
1454,58:20.2
1667,58:23.5
1985,58:34.4
702,58:38.2
789,58:54.5
1400,58:57.3
308,59:16.0
684,59:24.0
2512,59:30.4
194,59:35.9
13991,00:03.7
868,00:07.7
1219,00:07.8
476,00:32.7
546,00:39.1
418,00:49.3
1746,00:59.1
1257,01:10.6
947,01:32.5
1606,01:33.0
1579,01:44.9
987,02:15.1
706,02:15.7
627,02:16.5
1046,02:17.3
1019,02:17.8
912,02:32.2
897,02:36.7
501,02:43.4
401,02:43.5
147,02:45.4
62,02:47.3
194,02:47.9
2030,02:52.7
490,02:57.5
345,03:01.2
857,03:07.9
384,03:08.9
1104,03:09.9
398,03:13.7
581,03:19.0
8306,03:32.5
418,03:35.8
690,03:35.9
1515,04:13.5
1946,04:19.7
269,04:19.8
8253,04:20.8
1990,04:31.5
907,04:35.7
965,04:37.5
1633,04:37.6
1373,04:42.5
1252,04:46.2
1836,05:07.3
1043,05:27.9
1769,05:37.9
1868,05:45.7
3071,05:54.5
1476,06:02.4
1867,06:06.6
292,06:09.0
404,06:14.3
552,06:33.0
2250,06:46.3
1951,06:48.2
361,06:51.0
68,06:53.5
494,07:00.3
578,07:08.7
163,07:33.5
401,07:39.0
408,07:41.4
3733,07:42.6
609,07:49.7
612,07:49.8
2835,07:50.0
410,07:53.5
545,07:57.3
1839,08:01.6
2058,08:10.8
292,08:15.5
1825,08:15.6
238,08:18.1
270,08:21.7
467,08:23.4
615,08:27.2
1848,08:28.5
1782,08:32.8
534,08:34.2
944,08:35.3
1977,08:49.8
704,08:49.9
935,08:50.9
199,08:54.0
334,08:56.5
15511,09:02.7
2279,09:14.0
993,09:21.7
480,09:25.1
622,09:27.2
692,09:27.5
1057,09:27.9
636,09:29.1
340,09:30.6
294,09:32.3
66,09:35.5
1848,09:39.2
951,09:44.0
287,09:50.5
786,09:52.1
662,10:04.1
24821,10:11.8
1099,10:18.0
1261,10:22.8
915,10:24.8
612,10:26.5
1818,10:28.1
1218,10:57.8
425,11:09.3
907,11:17.6
869,12:05.1
61,12:10.5
266,12:23.4
6108,12:30.1
382,12:34.1
428003,12:38.9
1209,12:47.0
1691,13:03.9
1053,13:09.7
567,13:14.4
285,13:30.8
3060,13:33.8
667,13:34.3
544,13:35.9
611,13:43.5
534,13:47.5
1554,13:50.7
482,13:56.1
651,14:04.7
772,14:06.5
268,14:09.9
632,14:12.3
456,14:20.9
472,14:25.5
614,14:33.8
75,14:35.2
692,14:36.2
2641,14:48.9
688,14:50.1
481,15:11.3
1313,15:20.8
862,15:27.6
590,15:39.4
359,15:47.4
480,15:53.2
735,16:11.1
401,16:13.4
362,16:27.5
669,16:41.2
883,16:43.1
338,16:55.7
1043,17:05.8
686,17:08.1
1027,17:09.7
1210,17:18.2
1219,17:27.2
509,17:32.7
1407,17:37.3
2637,17:50.0
1862,17:56.5
364,18:02.4
571,18:04.9
522,18:06.2
576,18:11.8
468,18:14.2
2208,18:20.9
633,18:21.4
304,18:26.5
886,18:28.6
1155,18:32.1
5098,18:33.2
1356,18:33.9
2557,18:42.3
1138,18:43.1
2884,18:49.6
563,19:11.3
845,19:13.6
499,19:18.6
1724,19:26.5
543,19:30.1
1830,19:39.0
975,19:49.1
574,19:57.1
2749,20:00.0
7631,20:03.0
576,20:04.1
577,20:08.6
74,20:10.6
209,20:30.6
574,20:38.8
955,20:38.9
189,20:48.0
1134,20:48.7
887,21:01.9
253,21:06.0
511,21:08.0
377,21:11.0
377,21:12.9
504,21:17.9
297,21:27.6
801,21:29.1
688,21:31.4
1160,21:40.2
675,21:46.1
112,21:58.4
876,22:07.9
1937,22:18.5
1193,22:19.9
203,22:20.8
1199,22:38.7
348,22:43.2
581,22:43.7
704,22:46.1
3671,22:47.9
2071,22:48.9
591,22:53.7
529,22:58.8
490,23:02.3
1535,23:04.4
311,23:13.1
772,23:23.4
974,23:28.3
827,23:39.4
467,23:55.7
385,24:03.8
323,24:11.6
1324,24:13.8
364,24:22.1
981,24:23.2
396,24:35.8
396,24:36.7
1334,24:37.0
3499,24:41.3
3538,24:41.9
408,24:46.3
839,24:51.6
227,24:55.5
414,25:16.9
266,25:19.4
1013,25:25.2
1762,25:28.5
762,25:32.3
5033,25:39.2
2005,25:46.9
5005,25:52.9
430,26:01.8
378,26:09.5
661,26:21.8
3545,26:25.1
153,26:33.4
1461,26:48.9
2624,26:57.8
320,26:58.3
391,27:04.2
1232,27:20.5
330,27:28.2
363,27:49.8
331,27:54.2
309,27:55.0
555,28:03.9
1028,28:10.2
1605,28:11.4
2283,28:21.9
414,28:28.6
668,28:28.8
500,28:35.6
539,28:40.5
372,28:40.7
304,28:50.3
2146,28:52.3
796,28:53.5
788,28:58.9
951,29:00.5
949,29:11.7
2027,29:21.8
1160,29:27.1
457,29:42.9
2005,29:44.1
855,29:45.0
460,29:51.1
636,30:02.0
979,30:06.8
957,30:12.4
3077,30:19.7
552,30:19.8
1415,30:20.8
1909,30:33.4
1307,30:34.1
220,30:35.6
155,30:36.1
1176,31:05.8
1726,31:15.8
5836,31:33.5
2186,31:37.8
5840,31:38.9
1106,31:43.5
1911,31:47.5
481,31:49.1
783,31:56.0
1042,31:57.4
608,32:05.8
2632,32:07.8
277,32:09.2
429,32:10.7
4119,32:19.5
481,32:19.7
1840,32:33.8
723,32:56.3
1545,32:57.5
579,33:16.3
322,33:22.4
318,33:33.7
705,33:36.5
751,33:51.6
830,33:54.7
1836,33:56.1
509,34:03.3
545,34:05.9
1036,34:18.0
669,34:28.2
2389,34:28.8
607,34:33.4
703,34:35.2
837,34:35.8
481,34:39.6
2022,34:42.2
600,34:47.2
713,34:50.9
162,34:53.4
1418,34:59.8
931,35:18.5
297,35:18.9
508,35:20.2
1247,35:39.0
260,35:40.5
3697,35:45.3
114,35:47.5
1597,35:55.7
964,36:09.1
662,36:10.3
281,36:13.9
1353,36:24.6
295,36:26.5
870,36:35.4
651,36:43.2
1671,36:46.7
578,36:49.1
1178,36:54.5
634,36:56.2
264,36:56.9
619,37:01.5
4361,37:08.5
1141,37:10.4
1385,37:13.9
192,37:16.2
4345,37:16.4
1552,37:17.0
1532,37:20.7
832,37:32.4
529,37:46.4
428,37:48.1
248,38:08.5
592,38:08.7
1505,38:18.2
395,38:18.6
1501,38:18.6
602,38:19.9
2345,38:24.0
2329,38:27.7
1191,38:34.1
344,38:34.3
1055,38:41.6
438,38:44.9
382,39:05.3
1894,39:07.6
2535,39:20.7
487,39:27.9
499,39:35.8
5119,39:48.8
1746,39:50.5
500,40:01.5
2322,40:10.3
257,40:21.9
1094,40:28.6
375,40:32.0
2208,40:56.9
1182,41:08.2
263,41:09.9
1480,41:15.5
3978,41:19.7
1672,41:26.1
262,41:37.7
993,41:39.5
1670,41:42.9
287,41:43.0
836,41:44.3
470,41:46.9
309,42:00.9
1639,42:02.4
884,42:03.3
485,42:11.5
874,42:15.5
625,42:19.1
808,42:21.6
4977,42:27.4
4953,42:38.1
1910,42:55.0
384,42:56.8
3416,43:01.6
2547,43:17.3
671,43:20.8
946,43:21.6
968,43:29.8
1463,43:32.6
1137,43:40.3
386,43:59.2
402,44:06.8
2343,44:12.2
759,44:17.1
4084,44:27.0
8163,44:30.1
341,44:49.8
988,44:52.3
1829,44:56.7
1020,45:01.2
999,45:06.6
1062,45:08.9
862,45:12.4
604,45:17.0
473,45:22.9
583,45:23.6
458,45:23.9
153,45:27.0
532,45:34.3
327,45:34.4
293,45:44.3
670,45:52.3
1779,46:03.0
1756,46:04.5
315,46:04.8
850,46:13.1
447,46:23.0
2140,46:46.2
785,46:47.3
1045,46:49.3
540,47:05.6
242,47:10.5
867,47:13.2
925,47:15.6
444,47:23.3
301,47:35.8
1335,47:36.7
212,47:37.3
873,47:38.3
207,47:40.0
885,47:41.4
734,47:41.7
684,47:44.6
898,47:47.2
273,48:02.5
2039,48:04.0
683,48:12.3
2046,48:15.9
988,48:16.7
2082,48:23.0
650,48:24.9
2038,48:28.2
4824,48:33.1
1267,48:40.1
327,48:40.9
450,48:48.8
444,48:55.2
1029,48:58.7
395,49:03.6
155,49:04.4
985,49:21.3
369,49:21.3
545,49:23.6
417,49:24.4
294,49:31.4
1484,49:37.9
193,49:39.6
575,49:40.6
999,49:49.8
3338,49:49.9
390,50:03.2
3015,50:04.4
7727,50:07.4
464,50:09.7
3305,50:10.4
939,50:10.8
409,50:15.4
297,50:19.5
979,50:21.0
2030,50:23.8
933,50:28.0
2008,50:32.1
176,50:36.5
578,50:43.4
584,50:45.9
440,50:57.9
130,51:15.6
397,51:17.8
453,51:18.6
1080,51:19.9
706,51:22.2
398,51:33.7
506,51:38.2
806,51:47.1
1091,52:11.8
1321,52:20.3
1902,52:22.4
232,52:23.0
1157,52:29.2
2360,52:35.0
3253,52:44.4
492,52:45.7
1126,52:48.4
853,52:51.1
657,52:56.5
315,53:07.5
582,53:07.8
564,53:08.8
450,53:14.9
313,53:22.2
278,53:29.0
3105,53:32.0
847,53:51.4
679,53:51.5
627,53:58.3
452,53:59.0
783,54:17.6
1016,54:25.1
315,54:25.3
1234,54:33.4
663,54:37.7
371,55:06.9
699,55:14.2
491,55:21.2
820,55:21.9
1667,55:29.5
514,55:30.0
769,55:31.2
778,55:44.7
604,55:59.2
1394,56:01.4
386,56:01.6
1296,56:10.9
536,56:26.8
744,56:28.0
382,56:36.5
892,56:39.9
2487,56:45.3
717,57:01.1
307,57:07.7
1404,57:09.4
685,57:40.5
777,57:40.9
629,57:42.2
469,57:49.3
2535,57:58.1
554,57:59.6
831,58:00.4
841,58:01.2
298,58:15.0
880,58:16.9
1217,58:18.4
349,58:23.0
810,58:27.5
642,58:32.8
1017,58:36.7
2072,59:12.9
534,59:17.1
499,59:31.5
2056,59:33.6
1898,00:00.9
2931,00:02.6
391,00:34.7
518,00:45.1
627,00:48.4
2391,00:52.9
655,00:53.3
791,01:07.0
362,01:09.8
184,01:15.6
1237,01:15.9
286,01:17.0
780,01:22.6
565,01:43.3
778,01:43.6
1394,01:43.7
221,01:54.5
583,02:14.8
2344,02:16.4
2137,02:17.9
619,02:23.1
568,02:29.8
1086,02:30.6
1710,02:31.1
712,02:35.7
1065,02:40.6
297,02:43.2
1989,02:48.8
213,02:49.4
256,02:51.6
1998,02:52.7
1366,02:53.8
468,03:02.9
224,03:05.2
1027,03:12.9
221,03:13.0
1575,03:15.6
4323,03:21.0
4265,04:23.9
708,04:28.7
472,04:31.4
658,04:33.7
378,04:36.1
635,04:37.0
713,04:50.7
1047,04:51.0
1207,04:51.1
1108,05:00.6
489,05:11.4
1035,05:16.3
297,05:19.9
898,05:26.0
4173,05:30.1
429,05:33.7
536,05:43.5
887,05:44.5
285,06:00.0
1024,06:12.9
1847,06:17.8
664,06:20.6
866,06:22.6
1850,06:23.7
199,06:24.7
409,06:27.2
4288,06:28.9
2667,06:36.5
552,06:56.1
151,07:00.0
123,07:24.6
2236,07:28.7
366,07:34.4
387,07:37.7
191,07:38.1
5093,07:44.1
1047,07:46.6
497,07:48.0
344,07:54.5
1016,08:11.5
1002,08:31.3
1227,08:33.7
559,08:33.9
555,08:34.2
1470,08:42.2
827,08:45.9
330,08:46.3
3554,08:48.6
928,09:13.6
2208,09:17.7
1519,09:20.8
1356,09:40.5
