tripduration,starttime
1307,09:04.4
831,09:05.2
842,09:07.8
479,09:08.1
259,09:10.4
624,09:10.5
1039,09:10.8
1975,09:10.8
1866,09:13.3
604,09:15.7
2001,09:15.8
1993,09:21.4
1517,09:25.3
1437,09:26.9
607,09:30.1
1284,09:33.3
471,09:37.5
464,09:45.9
2296,09:47.6
240,09:47.7
1545,09:48.6
956,09:50.4
2303,09:53.2
1406,09:53.7
1253,09:57.2
950,09:58.3
328,09:58.6
399,09:58.8
196,09:59.9
638,10:00.9
467,10:02.3
806,10:05.7
3461,10:11.7
228,10:12.8
163,10:13.6
542,10:24.2
1282,10:32.1
1344,10:33.3
1489,10:46.6
1592,10:55.2
811,10:58.3
588,11:02.3
2018,11:03.8
825,11:09.4
469,11:17.1
1322,11:18.3
896,11:21.3
812,11:27.7
988,11:36.2
496,11:39.4
526,11:46.8
376,11:50.4
1633,11:55.7
461,11:59.5
855,12:03.9
561,12:17.0
522,12:29.5
347,12:39.1
1920,12:41.0
2140,12:49.0
1135,12:55.2
1206,13:01.2
764,13:10.0
875,13:20.2
394,13:21.1
280,13:22.1
478,13:31.7
1210,13:33.7
1466,13:35.3
465,13:38.4
659,13:39.4
2228,13:39.8
263,13:40.1
807,13:40.4
949,13:42.6
701,13:49.2
751,13:50.8
2214,13:53.4
696,13:55.7
559,13:57.3
52827,13:58.9
365,14:12.0
839,14:14.5
379,14:18.0
346,14:29.9
2462,14:33.0
1651,14:33.4
716,14:34.7
712,14:38.0
636,14:42.8
326,14:42.9
1316,14:55.1
1343,14:57.6
348,14:59.9
605,15:00.4
3808,15:11.3
3423,15:14.2
689,15:18.0
717,15:22.3
295,15:30.8
425,15:35.6
642,15:39.0
2266,15:45.3
865,15:55.9
331,15:59.5
949,16:04.1
650,16:08.3
249,16:15.2
953,16:21.9
2283,16:36.3
811,16:36.7
555,16:53.2
1836,17:05.7
349,17:06.4
305,17:09.9
476,17:15.6
386,17:31.0
464,17:31.8
363,17:35.0
461,17:35.3
1329,17:39.1
1983,17:40.5
714,17:41.8
237,17:44.5
1317,17:46.3
492,17:52.9
1229,17:54.2
1264,17:59.3
339,18:05.2
386,18:11.8
664,18:19.4
167,18:21.5
1294,18:27.1
319,18:29.2
440,18:31.0
3965,18:31.3
1822,18:34.2
256,18:52.6
403,18:56.5
661,18:56.9
636,19:00.1
1655,19:10.8
530,19:13.0
1386,19:13.5
1353,19:16.5
2297,19:25.3
1311,19:40.2
326,19:43.1
388,19:44.1
2325,19:49.9
3074,20:09.7
14049,20:11.7
349,20:12.5
937,20:20.0
532,20:22.1
524,20:27.6
540,20:30.5
2480,20:35.9
377,20:37.7
454,20:46.5
598,20:46.7
2491,20:52.0
651,20:57.4
523,21:02.1
2391,21:03.0
301,21:19.0
2659,21:20.9
522,21:25.1
667,21:29.3
732,21:31.1
1899,21:36.0
535,21:36.4
771,21:43.8
862,21:45.3
2210,21:48.2
641,21:50.4
480,21:55.1
1367,22:04.5
1267,22:04.8
1448,22:07.8
1692,22:16.1
356,22:16.2
2168,22:19.0
304,22:20.9
2952,22:24.9
371,22:26.2
512,22:28.5
1363,22:29.4
537,22:34.1
1970,22:43.1
474,22:48.0
735,22:48.9
3073,22:52.2
374,23:12.4
588,23:14.5
1006,23:17.8
1077,23:18.7
468,23:22.8
352,23:31.9
1640,23:41.8
237,23:44.1
1480,23:47.2
637,23:59.0
2854,24:00.5
1681,24:00.8
2018,24:04.9
1582,24:05.0
1592,24:05.4
2841,24:09.4
1342,24:10.1
368,24:17.3
425,24:23.7
968,24:30.7
368,24:32.4
1163,24:35.5
2801,24:41.6
175,24:46.0
420,24:53.5
1109,24:54.1
1061,24:54.2
379,25:08.8
1004,25:09.5
2507,25:11.5
1421,25:17.1
392,25:18.7
1263,25:22.9
813,25:23.5
2494,25:25.1
452,25:42.7
1911,25:47.0
354,25:48.9
266,25:59.2
1902,26:02.3
437,26:05.6
248,26:06.2
2071,26:06.5
730,26:09.9
1797,26:10.5
827,26:15.7
971,26:17.7
936,26:18.1
515,26:19.2
589,26:23.8
2055,26:24.8
491,26:37.0
853,26:39.4
1125,26:40.0
1049,27:01.4
861,27:01.8
1624,27:02.0
193,27:02.4
104,27:03.1
791,27:05.1
893,27:08.1
1083,27:13.3
789,27:16.5
1497,27:18.6
427,27:20.7
313,27:25.0
765,27:27.9
1079,27:30.6
971,27:35.7
430,27:36.7
376,27:36.9
898,27:41.4
433,27:42.6
1772,27:44.6
1245,27:46.5
367,27:47.2
823,28:03.5
491,28:22.0
275,28:47.5
2447,28:56.4
272,28:57.1
856,28:59.7
982,29:08.1
978,29:09.7
1794,29:10.3
704,29:20.1
1134,29:23.1
749,29:25.8
465,29:29.3
1304,29:29.5
463,29:30.4
399,29:31.0
1926,29:34.4
1615,29:36.5
1432,29:38.4
511,29:41.2
917,29:44.1
549,29:44.7
1021,29:44.9
593,29:52.0
1754,29:57.6
1036,29:59.1
1767,30:00.3
178,30:00.9
1420,30:04.0
543,30:11.8
561,30:14.3
2471,30:23.5
422,30:26.5
348,30:29.4
437,30:30.6
446,30:31.7
402,30:38.1
965,30:43.4
991,30:45.9
1157,30:48.2
1851,30:49.4
966,30:49.8
564,30:57.6
1446,31:03.4
489,31:03.6
788,31:05.6
372,31:07.5
1062,31:08.6
787,31:11.1
278,31:11.4
343,31:15.1
526,31:16.3
638,31:18.3
782,31:41.3
1869,31:42.1
2004,31:57.6
522,31:58.7
878,32:03.8
809,32:05.1
1018,32:19.2
952,32:28.4
686,32:34.3
637,32:47.9
194,32:49.4
163,32:54.6
515,32:56.1
511,32:58.4
655,33:00.8
638,33:05.0
1046,33:09.7
990,33:10.6
775,33:10.6
603,33:19.3
1173,33:21.8
1017,33:46.8
539,33:47.5
709,33:52.2
1782,33:54.2
375,34:02.7
578,34:04.4
1764,34:06.8
1501,34:11.2
286,34:18.6
2161,34:21.3
253,34:24.1
1087,34:31.0
853,34:32.9
1189,34:34.8
759,34:35.3
900,34:45.4
243,34:47.7
385,35:05.6
1677,35:08.9
739,35:09.2
709,35:13.3
587,35:13.8
597,35:19.8
315,35:30.3
1173,35:40.0
710,35:41.4
753,35:42.0
815,35:46.5
1318,36:15.1
1432,36:18.5
606,36:20.3
5264,36:24.5
5264,36:28.5
546,36:30.2
5257,36:31.9
1319,36:44.8
323,36:53.3
1137,36:53.6
615,36:55.9
237,37:00.2
2171,37:02.3
296,37:09.1
1137,37:12.7
207,37:24.6
446,37:36.6
891,37:37.2
1081,37:43.1
914,37:59.8
1655,38:00.1
1351,38:00.8
1540,38:09.4
1089,38:09.5
604,38:19.5
226,39:02.0
1389,39:06.8
284,39:11.3
189,39:17.8
478,39:35.8
1257,39:43.9
1553,39:44.2
751,39:49.9
169,40:03.0
1053,40:10.6
378,40:19.3
314,40:22.2
1116,40:27.3
568,40:29.3
682,40:41.1
1309,40:42.8
828,40:49.3
809,41:01.8
2417,41:06.8
202,41:08.6
352,41:14.3
274,41:19.9
71,41:26.9
533,41:43.3
663,41:44.6
911,41:53.8
385,41:55.7
427,41:58.7
689,42:01.6
469,42:17.0
1639,42:23.3
1051,42:32.1
1347,42:37.7
341,42:38.5
322,42:48.0
1791,42:50.0
650,42:51.1
1333,42:53.6
1963,42:55.0
904,42:58.5
1195,43:02.5
1003,43:09.4
919,43:18.9
718,43:21.4
899,43:33.6
637,43:39.3
901,43:43.8
1040,43:47.5
666,43:49.6
699,44:09.3
871,44:09.5
882,44:15.5
1139,44:19.9
1102,44:20.8
998,44:24.0
2165,44:24.1
1105,44:24.5
787,44:26.6
694,44:31.9
506,44:36.0
899,44:47.7
1150,44:53.6
768,45:02.1
524,45:04.8
598,45:18.1
355,45:21.7
1081,45:22.5
1382,45:24.9
1041,45:25.3
1602,45:32.2
432,45:33.8
815,45:34.0
960,45:34.8
541,45:35.8
527,45:37.7
856,45:47.5
827,45:48.8
443,45:57.9
903,45:58.6
476,46:04.8
1617,46:07.4
398,46:08.8
968,46:11.1
766,46:23.6
592,46:36.1
816,46:47.2
433,46:47.4
837,46:52.3
739,46:58.8
844,46:59.2
1110,47:00.0
719,47:02.4
497,47:03.6
480,47:28.3
695,47:28.9
736,47:32.4
752,47:47.4
743,47:52.2
941,47:52.5
962,48:04.6
2456,48:10.9
548,48:14.1
963,48:14.7
450,48:19.8
513,48:20.1
753,48:25.4
291,48:25.7
4447,48:41.7
663,49:01.7
919,49:04.5
1205,49:10.7
2382,49:13.5
617,49:15.9
576,49:26.3
2152,49:36.5
494,49:37.9
369,50:01.6
1051,50:17.3
417,50:18.3
1824,50:18.7
3018,50:21.3
617,50:21.7
1636,50:47.4
2515,50:47.6
7030,51:07.3
503,51:11.2
487,51:24.1
920,51:37.6
1337,51:40.5
1107,51:41.4
697,51:48.3
1030,51:56.8
1835,52:01.2
280,52:04.3
869,52:28.8
467,52:28.8
868,53:10.0
819,53:19.7
650,53:35.5
6927,53:44.1
281,53:49.4
758,53:53.2
1940,54:10.2
735,54:15.5
630,54:17.1
444,54:20.9
421,54:28.6
667,54:32.1
1935,54:35.0
405,54:39.1
1610,54:42.3
296,54:50.0
738,54:51.9
570,55:00.6
595,55:04.7
685,55:11.7
2388,55:30.4
488,55:34.0
615,55:34.9
645,55:35.1
525,55:39.7
1679,55:40.4
989,55:58.3
296,56:02.0
561,56:09.1
1549,56:15.7
1546,56:21.9
1051,56:25.3
585,56:30.6
9410,56:51.9
755,56:56.0
607,57:04.0
9383,57:12.1
222,57:32.7
840,57:38.3
520,57:54.0
1481,57:55.5
746,58:07.1
868,58:19.7
933,58:35.6
311,58:55.2
593,58:58.0
554,59:03.8
4529,59:06.4
1096,59:14.3
732,59:15.2
200,59:18.0
978,59:21.2
438,59:31.6
971,59:32.9
1786,59:49.6
794,59:49.6
9627,59:50.5
3320,59:51.6
950,00:15.4
609,00:16.2
190,00:18.4
675,00:39.0
356,00:57.3
390,00:58.2
2258,01:02.9
505,01:04.7
1185,01:05.4
605,01:23.3
1040,01:25.3
313,01:31.6
1894,01:53.0
242,01:57.1
869,02:08.5
4387,02:21.0
366,02:21.1
884,02:36.9
264,02:37.9
446,02:38.1
4179,02:51.1
943,02:52.5
612,02:57.8
835,02:58.4
974,02:59.4
1567,03:16.9
385,03:17.9
996,03:24.0
941,03:32.1
305,03:42.7
181,03:47.1
202,03:48.8
1514,03:53.8
789,03:57.5
555,04:26.7
1628,04:29.1
16258,04:34.3
474,04:35.3
284,04:37.1
992,04:38.9
259,04:42.2
1253,04:48.6
924,04:50.0
425,04:53.8
413,04:53.8
1292,04:54.3
904,05:02.4
346,05:05.0
311,05:09.9
869,05:21.2
928,05:26.7
1703,05:34.9
856,05:36.0
1229,05:36.8
853,05:38.3
6394,05:40.4
649,05:46.7
521,06:00.2
553,06:01.6
376,06:04.6
1170,06:06.2
591,06:08.6
1332,06:14.6
647,06:26.7
1015,06:28.1
884,06:33.8
260,06:36.0
398,06:37.3
579,06:45.2
381,06:54.4
622,07:20.1
444,07:21.5
338,07:23.0
1735,07:34.2
656,07:41.9
248,07:44.8
409,07:52.4
510,08:06.7
387,08:07.0
629,08:10.4
707,08:12.9
1206,08:16.3
833,08:18.3
830,08:30.5
932,08:41.1
1815,08:45.8
636,08:50.9
428,08:51.5
548,08:52.2
2216,08:57.7
1284,09:07.7
401,09:21.1
618,09:37.1
345,09:37.4
3968,09:38.1
1825,10:01.0
2389,10:13.6
918,10:28.5
258,10:29.7
582,10:32.5
1250,10:44.6
246,10:48.5
2137,10:57.3
615,11:09.2
1543,11:09.7
867,11:17.2
1627,11:28.3
580,11:37.5
280,11:40.3
778,11:41.4
770,11:43.2
761,11:45.7
453,12:03.6
401,12:09.9
1368,12:23.5
233,12:23.7
902,12:31.2
888,12:39.8
3893,12:40.5
965,12:40.5
1002,12:49.8
1494,13:01.9
473,13:11.1
3739,13:16.5
326,13:27.9
195,13:35.0
1269,13:41.1
1482,13:44.0
408,13:49.7
722,13:54.8
244,13:55.6
365,14:02.9
439,14:05.7
3255,14:15.7
3677,14:17.0
722,14:19.9
1006,14:27.2
1161,14:29.2
422,14:39.3
2682,14:41.5
1804,14:48.8
3028,14:56.0
427,15:09.8
820,15:16.0
342,15:20.7
3161,15:34.9
593,15:55.4
687,16:03.0
978,16:07.3
584,16:33.1
183,16:42.2
244,16:43.8
245,16:44.0
599,16:56.1
1074,17:17.4
1166,17:21.7
451,17:24.7
531,17:30.5
627,17:33.4
556,17:39.3
989,17:57.6
1017,18:12.5
959,18:18.6
1208,18:23.2
360,18:26.2
2265,18:33.9
2252,18:38.3
760,18:39.2
969,18:44.0
232,18:45.0
1284,18:45.3
441,18:47.9
2215,18:51.6
978,18:59.8
585,19:19.4
409,19:21.3
1938,19:26.8
1944,19:27.0
627,19:28.0
561,19:32.5
1216,19:42.3
2410,19:43.9
648,19:46.4
818,19:55.1
3340,19:55.7
472,20:13.3
1557,20:33.4
1551,20:36.2
291,20:38.2
1613,20:50.7
1162,20:57.7
583,21:00.7
660,21:14.1
656,21:25.0
1011,21:55.8
695,21:55.9
1163,21:57.5
2012,22:04.5
159,22:10.0
4797,22:12.8
872,22:14.4
725,22:16.8
301,22:23.2
715,22:30.7
1003,22:38.8
681,22:48.1
336,22:50.3
341,22:52.3
571,23:06.6
277,23:10.3
1109,23:22.1
837,23:26.6
254,23:33.7
638,23:40.6
1174,23:42.8
1396,23:52.9
1011,23:53.7
916,23:55.2
888,24:01.6
383,24:22.7
841,24:49.5
467,24:49.7
336,24:55.3
564,25:04.8
974,25:19.0
349,25:24.7
209,25:34.1
205,25:41.8
478,25:46.6
766,26:07.7
664,26:09.6
360,26:13.0
750,26:14.0
761,26:18.0
311,26:20.5
529,26:24.0
779,26:34.6
259,26:40.6
430,26:47.2
496,26:48.7
675,26:49.3
1014,27:17.3
320,27:18.7
2194,27:20.6
1490,27:25.2
1875,27:35.0
794,27:46.6
1789,27:47.9
996,27:50.1
785,27:55.7
992,27:57.9
1637,28:01.9
1634,28:11.2
797,28:18.2
775,28:24.5
2387,28:39.2
2224,28:57.3
2365,28:57.4
1561,29:00.9
2218,29:03.5
1702,29:04.7
310,29:09.0
5364,29:24.8
638,29:30.7
1272,29:36.7
7270,29:39.3
164,29:49.5
7689,29:54.1
1199,30:02.1
483,30:08.1
1144,30:09.0
348,30:31.6
577,30:37.3
411,30:37.7
11831,31:04.0
439,31:15.1
7174,31:26.0
501,31:31.8
249,31:43.7
934,31:44.6
1298,31:59.7
558,32:08.2
377,32:11.6
461,32:24.4
1269,32:25.0
1148,32:27.7
221,32:29.8
507,32:48.0
810,32:52.0
419,32:54.0
415,32:54.6
553,33:10.8
580,33:23.1
648,33:30.6
371,33:32.1
714,33:43.2
721,33:46.7
461,33:53.6
537,34:03.0
1660,34:04.6
1511,34:13.2
247,34:14.2
270,34:33.9
585,34:36.0
2487,34:39.3
369,34:53.2
257,34:58.8
1045,35:12.7
346,35:27.9
1189,35:33.7
1729,35:35.3
158,35:36.1
190,36:22.4
2384,36:25.1
605,36:27.0
1452,36:30.7
948,36:32.9
2899,36:47.8
772,36:50.8
1951,36:55.3
542,36:57.6
1056,36:57.6
958,37:05.7
1819,37:08.7
83586,37:08.9
809,37:13.4
669,37:21.5
298,37:26.6
964,37:39.5
979,37:56.6
648,38:20.2
816,38:27.9
241,38:32.3
632,38:38.1
723,38:40.0
1230,38:43.2
1130,38:44.0
791,38:47.7
1812,38:50.9
716,38:54.3
350,39:02.6
596,39:06.3
632,39:16.3
603,39:18.6
843,39:28.2
831,39:33.2
993,39:52.4
8527,39:55.5
1733,40:10.6
1434,40:34.6
816,40:37.7
2218,40:45.3
1846,40:55.4
465,40:59.6
2502,41:28.3
680,41:31.0
480,41:39.7
753,42:01.8
465,42:03.3
18761,42:04.7
973,42:16.9
668,42:18.8
327,42:23.8
1227,42:24.6
188,42:25.8
764,42:31.7
1719,42:35.1
1442,42:50.2
704,42:53.4
18785,42:55.0
1246,42:58.7
563,42:58.8
544,43:02.7
572,43:24.9
2103,43:29.5
1037,43:30.9
642,43:33.9
615,43:41.8
379,43:53.1
899,44:06.3
514,44:29.4
421,44:33.5
1121,44:46.8
398,44:47.3
428,45:08.5
2746,45:24.4
1150,45:24.5
1299,45:37.3
1158,45:52.0
375,45:56.3
1545,46:34.8
1428,46:46.1
272,46:54.0
691,46:59.9
1422,47:02.3
1453,47:31.7
440,47:32.1
433,47:34.7
742,48:00.8
728,48:15.2
362,48:23.7
258,48:56.4
2253,49:00.6
485,49:07.6
1365,49:13.2
859,49:25.7
776,49:25.9
387,49:31.1
609,49:31.2
670,49:31.3
1198,49:35.0
691,49:41.1
1033,50:01.5
1095,50:06.4
3299,50:27.2
616,50:28.3
2561,50:30.7
634,50:34.2
2564,50:42.5
2552,50:54.5
609,50:55.3
809,50:56.8
696,50:56.9
1077,51:11.7
833,51:19.4
337,51:23.7
889,51:33.6
1109,51:41.1
1041,51:52.3
5637,52:04.7
420,52:11.9
269,52:14.3
294,52:28.2
927,52:29.3
924,52:30.0
902,52:38.3
204,52:40.2
834,52:45.6
547,52:47.0
1021,52:52.1
519,52:57.4
697,53:00.8
1658,53:23.6
419,53:29.8
1025,53:41.2
642,53:47.3
378,53:59.4
391,54:03.7
558,54:06.1
1368,54:09.6
516,54:14.5
458,54:18.6
1863,54:25.6
1335,54:30.7
412,54:31.0
2187,54:34.4
589,54:52.9
1154,54:58.8
1490,55:03.5
1106,55:04.3
342,55:05.7
1252,55:06.7
1224,55:35.1
391,55:36.7
865,55:37.3
860,55:37.6
1062,55:56.9
1477,56:13.6
1253,56:14.7
610,56:31.1
613,56:31.2
1184,56:47.4
531,57:01.2
544,57:03.2
1009,57:09.6
5183,57:14.1
1534,57:18.3
445,57:26.7
219,57:30.8
180,57:33.1
221,57:36.3
332,57:51.6
174,57:59.9
471,58:02.4
2602,58:04.2
947,58:09.5
2596,58:11.5
308,58:32.0
1049,58:51.4
1047,58:57.1
187,59:07.3
580,59:14.5
570,59:15.5
584,59:20.9
1377,59:30.8
211,59:39.8
1050,59:55.6
1178,59:59.1
324,00:15.4
842,00:24.1
639,00:28.7
496,00:37.4
1151,00:38.0
696,00:52.1
271,00:57.2
666,01:30.3
1032,01:45.0
368,01:47.4
296,01:55.8
404,01:56.1
1485,02:07.3
682,02:09.7
1897,02:54.4
833,02:59.2
404,03:02.7
656,03:08.2
1595,03:28.9
722,03:34.7
540,04:09.3
1960,04:15.4
285,04:33.0
210,04:37.0
1065,04:37.1
737,04:45.3
2904,04:46.3
474,05:00.7
451,05:16.6
491,05:31.9
720,05:33.0
1636,05:35.9
766,05:40.9
749,06:05.6
1652,06:15.0
1196,06:17.7
1078,06:37.8
65,06:41.4
1320,06:43.8
1669,06:50.8
694,06:53.8
606,07:00.8
752,07:25.1
479,07:35.8
28007,07:43.2
190,07:46.4
604,07:52.3
976,08:01.8
912,08:03.1
858,08:16.7
810,08:18.0
951,08:30.0
978,08:32.6
610,08:39.5
599,08:48.4
472,08:59.3
3572,09:09.2
1172,09:09.7
859,09:16.6
1232,09:24.9
493,09:27.3
1137,09:30.0
1156,09:39.2
693,09:46.3
596,09:51.8
834,10:09.1
1453,10:10.0
678,10:11.7
568,10:21.4
939,10:22.0
710,10:25.2
6811,10:29.7
2430,10:44.9
6803,10:45.7
336,10:59.5
1539,11:01.9
181,11:03.3
272,11:16.7
114,11:20.5
775,11:33.9
1252,12:03.3
181,12:12.9
205,12:14.1
818,12:46.4
516,12:49.7
311,13:09.9
480,13:12.2
388,13:12.9
335,13:16.0
601,13:21.3
627,13:22.8
560,13:29.2
490,13:32.2
1974,13:50.3
952,13:58.2
417,14:02.3
1823,14:16.2
566,14:17.1
991,14:25.4
1350,14:29.8
598,15:07.1
133,15:07.1
596,15:14.0
903,15:20.4
389,15:34.3
728,15:37.1
1469,15:59.4
549,16:22.5
402,16:56.4
527,17:03.5
1700,17:26.8
503,17:35.2
223,17:43.4
1216,17:49.5
499,17:51.4
756,17:55.4
1455,18:02.0
492,18:04.4
1243,18:14.4
387,18:20.0
305,18:21.6
912,18:23.1
866,18:25.2
925,18:32.4
957,18:33.9
2684,18:34.2
910,18:47.9
1153,19:05.8
616,19:29.4
1106,19:30.1
711,19:32.9
121,19:39.6
705,19:46.8
329,19:49.4
506,19:55.2
795,20:12.3
319,20:13.6
903,20:15.8
661,20:29.3
997,20:36.9
834,20:37.4
774,20:41.1
2855,20:46.6
432,20:48.1
758,20:49.3
741,20:52.4
903,21:09.3
71,21:13.9
652,21:14.1
887,21:39.1
1117,21:52.0
1661,22:37.7
513,22:54.5
745,22:57.8
439,23:10.5
530,23:11.9
1030,23:18.6
204,23:49.7
813,23:55.5
1497,24:04.9
680,24:22.3
790,24:29.0
910,24:45.5
1290,24:55.3
751,25:02.7
593,25:07.5
1478,25:12.6
864,25:46.4
556,25:56.3
1016,26:10.8
368,26:11.8
1610,26:15.9
456,26:30.5
1633,26:38.3
366,26:43.9
2113,26:55.1
969,27:03.9
977,27:17.8
189,27:26.6
179,27:30.2
1537,27:30.6
3813,27:32.9
3031,27:34.7
131,27:56.6
622,27:56.8
3718,28:18.0
1431,28:31.1
91,28:34.0
9739,28:52.2
400,28:52.4
215,29:12.2
2867,29:39.3
356,29:39.5
599,30:01.3
3642,30:33.1
1161,30:39.2
3284,31:13.1
1875,31:18.6
554,31:38.0
3538,31:44.6
566,31:49.9
977,31:57.4
3473,32:17.0
354,32:18.5
857,32:36.4
807,33:10.9
736,33:12.1
456,33:12.7
705,33:18.0
3343,33:59.3
1000,33:59.6
988,34:00.5
3400,34:15.2
206,34:19.0
884,34:30.2
288,34:32.7
1566,34:42.4
708,34:56.0
648,35:18.7
758,35:52.2
227,35:54.0
637,36:22.3
1151,36:26.8
2042,36:28.0
1042,36:34.7
607,36:55.5
1230,37:10.4
1926,37:15.1
526,37:31.4
262,37:34.6
2050,37:53.9
401,37:55.7
954,37:56.6
1283,37:58.0
845,38:00.5
540,38:16.8
1468,38:18.0
818,38:29.8
909,38:32.0
492,38:34.2
604,38:35.4
233,38:41.9
562,39:00.8
3107,39:29.4
633,39:30.3
2236,39:37.7
301,39:37.9
1091,39:40.5
1443,39:47.3
1184,39:49.9
337,39:56.5
810,40:05.7
1144,40:58.6
772,41:14.3
1059,42:31.6
1265,42:42.8
2456,42:43.2
1229,42:45.0
2377,42:53.6
1592,43:01.9
997,43:07.4
1441,43:10.8
586,43:16.7
962,43:23.4
882,43:24.3
1449,43:27.5
2104,43:33.9
1027,43:51.1
2861,44:22.1
787,44:27.1
265,44:27.9
175,44:33.4
479,44:38.2
1952,45:03.4
858,45:10.9
856,45:11.8
499,45:12.4
1147,45:13.7
998,45:21.5
407,45:29.0
1031,45:29.8
310,45:31.4
4016,45:44.7
831,45:50.6
1582,46:00.6
456,46:08.0
471,46:16.0
742,46:20.6
730,46:20.6
419,46:33.2
11585,46:33.9
756,46:40.1
1954,46:57.1
1951,47:00.4
686,47:04.3
570,47:11.6
1021,47:23.5
437,47:57.1
437,47:57.5
419,48:03.2
275,48:49.0
361,49:00.3
447,49:11.3
346,49:18.8
592,49:24.2
472,49:25.2
1506,49:32.6
418,49:34.1
1034,49:36.0
759,49:50.0
370,49:50.4
401,50:10.3
1883,50:12.8
1833,50:19.2
1900,50:42.4
531,51:14.1
2759,51:17.2
2738,51:28.9
4215,51:30.4
917,51:34.1
82,51:40.9
409,51:50.2
1318,51:59.1
1083,52:00.3
1238,52:19.3
496,52:25.7
487,52:32.1
137,52:34.1
1218,52:35.0
571,52:55.0
524,53:02.3
1672,53:08.4
4066,53:16.4
683,53:20.7
1296,53:27.3
2642,53:34.2
1276,53:42.9
489,53:54.6
1302,53:54.9
476,54:04.3
1628,54:07.9
445,54:20.0
539,54:30.7
682,54:38.8
897,54:45.9
527,55:03.7
585,55:17.4
641,55:34.5
868,55:46.6
1247,55:46.9
625,55:50.0
1342,55:53.4
1153,55:54.1
675,56:07.9
441,56:23.1
286,56:36.1
1514,56:44.0
483,56:47.0
753,56:48.9
572,56:50.4
2622,57:08.0
370,57:13.5
979,57:18.5
627,57:24.7
578,57:45.6
1119,58:09.9
960,58:12.1
1653,58:38.5
1665,58:39.9
905,58:44.3
447,58:44.8
856,59:16.5
1540,59:26.3
821,59:26.7
255,59:31.9
882,59:42.4
1101,59:46.9
44643,59:49.7
1325,59:50.6
838,00:10.1
1284,00:19.7
1298,00:30.7
1275,00:32.1
759,00:36.7
937,00:56.8
2165,01:03.5
3737,01:39.5
627,01:47.4
609,01:48.3
2236,02:27.2
465,02:40.9
711,03:09.6
939,03:12.9
1346,03:22.0
357,03:26.2
2171,03:27.3
1304,03:32.8
1203,03:40.8
432,03:49.4
954,04:05.8
612,04:15.6
1408,04:19.1
331,04:26.9
2365,05:06.0
232,05:12.6
438,05:15.5
2738,05:23.3
1642,05:23.3
2733,05:27.5
246,05:45.6
1155,05:46.3
232,05:53.5
2705,05:55.7
186,06:16.9
1074,06:23.1
1115,06:34.8
1106,06:44.5
473,07:16.6
705,07:19.3
2615,07:26.1
1182,07:36.4
129,07:51.3
1011,07:56.5
1145,08:04.4
399,08:07.5
1433,08:26.0
993,08:37.1
173,08:40.2
165,08:43.0
545,08:54.6
3013,09:31.8
784,09:44.1
506,09:47.5
302,10:06.6
267,10:14.4
271,10:28.5
980,10:54.2
65,10:54.7
350,11:01.0
1680,11:02.7
1111,11:23.0
685,11:42.2
1103958,12:04.5
1068,12:08.1
313,12:20.8
650,12:27.4
537,12:49.3
672,12:51.4
442,13:00.6
2049,13:01.5
2363,13:13.3
905,13:23.7
527,13:33.7
1065,13:46.9
587,13:52.2
1138,14:00.2
391,14:00.5
2052,14:10.5
1368,14:37.6
1602,14:54.0
571,15:22.4
709,15:30.6
1034,15:32.8
691,15:40.1
3857,15:40.3
1034,15:42.3
789,15:46.1
564,15:53.8
1777,15:55.1
559,15:59.2
1481,16:02.0
510,16:04.8
1387945,16:15.3
859,16:21.5
1410,16:26.1
695,16:38.3
514,16:40.6
689,16:44.6
669,16:59.9
1061,17:00.6
1074,17:06.0
666,17:09.1
469,17:28.3
588,18:09.0
567,18:14.0
866,18:19.1
277,18:21.3
523,18:29.5
767,18:30.1
464,18:47.8
379,18:55.9
693,19:18.0
381,19:41.4
1337,19:46.5
4006,19:54.5
728,19:58.4
1304,20:07.5
228,20:29.3
1314,20:39.8
608,20:41.1
356,21:15.7
710,21:32.7
746,21:38.9
570,21:42.5
562,21:54.3
726,21:59.1
396,22:03.2
630,22:07.9
1578,22:09.0
683,22:27.6
139,22:47.7
1527,22:50.2
670,23:03.1
1706,23:09.2
1328,23:20.7
1513,23:21.7
1502,23:24.9
925,23:26.6
590,23:33.1
429,23:44.6
420,23:49.2
439,23:55.2
276,24:00.1
1071,24:06.2
780,24:18.4
449,24:21.6
215,24:37.0
328,24:59.4
1176,25:08.3
394,25:11.5
1426,25:13.9
1175,25:17.7
392,25:26.9
2005,25:36.2
882,25:38.7
536,26:06.0
994,26:07.1
2295,26:50.1
2067,27:15.0
2494,27:25.2
984,27:29.6
843,27:30.6
972,27:51.1
570,28:11.0
2149,28:26.9
1763,28:55.4
1447,28:58.0
1105,29:21.3
530,29:23.6
987,29:24.9
1722,29:25.3
502,29:27.2
981,29:32.1
601,30:07.1
737,30:15.6
440,30:29.6
846,30:32.0
470,30:37.7
553,30:39.8
458,30:51.0
879,31:13.7
601,31:24.9
338,31:26.2
104,31:27.4
1489,31:37.9
1199,31:39.2
157,31:44.8
1381,31:58.7
290,32:27.8
824,32:47.0
948,32:59.9
912,33:43.1
1317,34:11.7
1850,34:18.2
770,34:26.2
456,34:31.2
630,34:49.6
3023,34:58.6
2999,34:59.0
2994,35:00.9
492,35:12.4
614,35:28.0
906,35:37.7
463,35:44.1
1041,36:01.4
1207,36:28.6
